title;body
"
Desarrollador Node.js
";qué es preyprey inc. es una empresa chilena de tecnología con espírutu de startup, con +10 años en el mercado, que desarrolla un software de seguridad y tracking para dispositivos móviles alrededor del mundo, como laptops, teléfonos y tablets. y cuando nos referimos alrededor del mundo, lo decimos en serio. tenemos más de 7 millones de usuarios a nivel global y miles de compañías confían en nosotros la seguridad, gestión y monitoreo de sus flotas. funciones del cargo buscamos un(a) nuevo(a) desarrollador(a) que se integre a nuestro equipo de tecnología para colaborar en la creación y mantención de nuestro producto. tus labores serán : liderar, mantener e implementar funcionalidades en el cliente de escritorio de prey en base al backlog de priorización. realizar pasos a producción y velar que cada release sea 0 bug 🐞 investigar, diseñar y proponer alternativas técnicas. documentar. participar de dailys, refinamientos y retrospectivas. necesitamos que nuestr@ nuev@ integrante tenga mínimo 3 años de experiencia laboral desarrollando aplicaciones backend de alta escalabilidad con node.js. es6 unit testing (idealmente mocha) manejo de npm sql (sqlite) experiencia con git. (github, gitlab) experiencia en entornos unix y windows un pensamiento crítico, sea creativ@, curios@, ordenad@ y autodidacta. orientación a satisfacer a los usuarios experiencia con metodologías ágiles inglés intermedio - avanzado. de vez en cuando asistirás a llamadas técnicas por lo que debes ser capaz de expresarte sin mayores inconvenientes. consideramos deseable aunque no excluyente (se puede aprender dentro) bash golang apis c++ c# ci (travis) en prey apuntamos a ser un espacio diverso e inclusivo. estamos buscando integrar más mujeres a nuestras filas. si crees que eres un buen match con nuestra empresa, ¡postula!👉🏼 no es necesario que cumplas tooooodos los requisitos. ¡atrévete! condiciones trabajo remoto 100% (ya no tenemos oficina). nuestro equipo está repartido por latinoamérica y españa. viernes libre rotativo entre el equipo de tecnología chillax: 2 horas a la semana de actividad libre (no trabajo) para realizar con el equipo bono por set up remoto acceso a cursos y desarrollo de habilidades actividades de equipo y paseo anual beneficios en pre y post natal para padres y madres contamos con una mesa de diversidad, equidad e inclusión (dei) compuesta por personas del equipo de forma voluntaria tenemos un equipo interno que vela por que nuestra experiencia remota sea la mejor fully remote you can work from anywhere in the world. flexible hours flexible schedule and freedom for attending family needs or personal errands. health coverage prey pays or copays health insurance for employees. dental insurance prey pays or copays dental insurance for employees. computer provided prey provides a computer for your work. personal coaching prey offers counseling or personal coaching to employees. informal dress code no dress code is enforced. parental leave over legal prey offers paid parental leave over the legal minimum. remote work policy fully remote candidates can reside anywhere in the world.
"
Desarrollador Full-Stack React
";go cloud es una empresa dedicada al desarrollo de sistemas con el componente de inteligencia artificial, te ofrecemos trabajar en una empresa que está cambiando la industria de telecomunicaciones. actualmente contamos con 6 plataformas (sms, email, speech analytics, asistentes virtuales, whatsapp y chatbots), trabajamos bajo un holding de más de 5 empresas hermanas ubicadas en diferentes partes de santiago, junto a un equipo multidisciplinario y multicultural dedicados a crear experiencias de usuarios.trabajamos 100% remoto, semi presencial o presencial (eso lo decides tú), creamos y mantenemos productos que potencian la omnicanalidad como herramienta para mejorar los servicios ofrecidos por las empresas. trabajamos con clientes de chile, colombia y costa rica, pero esperamos llegar a toda latinoamérica en el mediano plazo. funciones del cargo únete a nuestro equipo de desarrolladores full-stack, tu rol será desarrollar y mejorar continuamente las plataformas realizadas en reactjs + nodejs en funcionamiento y tu cargo dentro de la empresa será desarrollador full-stack.actualmente tenemos 6 plataformas en funcionamiento con cerca de 10 clientes. los proyectos en los que trabajarás son variados y depende del roadmap definido entre todo el equipo. requerimientos del cargo para unirte a nuestro equipo de desarrolladores, es excluyente que cuentes con: conocimiento en reactjs conocimiento nodejs conocimiento en typescript se solicita además completar un desafío utilizando estas tecnologías el que será entregado dentro del proceso de contratación. opcionales es ideal tener conocimientos sobre:amazon web services, servicios de dynamodb, ec2, s3. conditions flexible hours flexible schedule and freedom for attending family needs or personal errands. bicycle parking you can park your bicycle for free inside the premises. computer repairs gocloud covers some computer repair expenses. informal dress code no dress code is enforced. vacation on birthday your birthday counts as an extra day of vacation. remote work policy locally remote only position is 100% remote, but candidates must reside in chile.
"
Desarrollador/a Cognitivo
";go cloud es una empresa dedicada al desarrollo de sistemas con el componente de inteligencia artificial, te ofrecemos trabajar en una empresa que está cambiando la industria de telecomunicaciones. actualmente contamos con 6 plataformas (sms, email, speech analytics, asistentes virtuales, whatsapp y chatbots), trabajamos bajo un holding de más de 5 empresas hermanas ubicadas en diferentes partes de santiago, junto a un equipo multidisciplinario y multicultural dedicados a crear experiencias de usuarios.trabajamos 100% remoto, semi presencial o presencial (eso lo decides tú), creamos y mantenemos productos que potencian la omnicanalidad como herramienta para mejorar los servicios ofrecidos por las empresas. trabajamos con clientes de chile, colombia y costa rica, pero esperamos llegar a toda latinoamérica en el mediano plazo. funciones del cargo el trabajo es para trabajar en el área cognitiva de la empresa y desempeñar el cargo de desarrollador/a cognitivo/a. las funciones a realizar son:construcción de scripts conversacionales para empresas de cobranza, ventas y encuestas telefónicas y a través de chat en línea. requerimientos del cargo los siguientes son requerimientos excluyentes para el cargo: conocimiento en lenguajes de programación tales como python y/o nodejs, conocimiento en dialogflow, luis.ai u otro motor nlp. el postulante deberá implementar flujos de conversación utilizando las tecnologías anteriormente descritas. opcionales es ideal tener conocimientos en telecomunicaciones como asterisk, elastic u otros. si no, lo aprenderás dentro de la empresa. conditions flexible hours flexible schedule and freedom for attending family needs or personal errands. bicycle parking you can park your bicycle for free inside the premises. computer repairs gocloud covers some computer repair expenses. conference stipend gocloud covers tickets and/or some expenses for conferences related to the position. informal dress code no dress code is enforced. vacation on birthday your birthday counts as an extra day of vacation. remote work policy locally remote only position is 100% remote, but candidates must reside in chile.
"
Lider Técnico
";en san cirilo trabajamos para poder competir de igual a igual con las grandes empresas que ofrecen ecommerce, entregando un servicio integral al cliente para mejorar la experiencia de sus clientes al momento de comprar en líneas. nuestra modalidad de trabajo es 100% remota. utilizamos metodologias agiles y no todos nuestros desarrollos son propios, para mejorar el servicio que le entregamos a nuestros clientes en modalidad sassla omnicanalidad, la multicanalidad y la escalabilidad son lo que nos motiva funciones buscamos un jefe de proyectos que para que este a cargo de 2 importantes proyectos dentro de la empresa. su función será la de recibir requerimientos, generar la documentación, crear y asignar las tareas a los programadores y luego velar por que se cumpla la planificación. experiencia buscamos una persona que tenga al menos 3 años de experiencia dirigiendo proyectos y al menos 5 años de experiencia desarrollando con php y mysql, y que se maneje perfecto con git y jira/trello. necesitamos que tenga tanto habilidades técnicas como blandas para poder gestionar de buena manera ambos equipos deseables conocimiento en cakephp, laravel, aws y jquery serán muy bienvenidos beneficios los viernes se trabaja hasta medio dia, teletrabajo permanente con flexibilidad horaria remote work policy locally remote only position is 100% remote, but candidates must reside in region metropolitana.
"
Administrador de DB y Servicios Back-end
";we are a global technology company that seeks to create value in the telecommunications, financial services and mining markets by delivering innovative products and services of the highest quality to our clients with a focus on advanced analytics.join a team of talented engineers that share a common interest in the development of high performance internal systems. working alongside dynamic colleagues who are experts in their fields and from different backgrounds like data science, software development, service delivery and production ops to provide solutions based on big data interpretation generated by more than 200 million customers worldwide. job functions resolver los requerimientos operativos no programados de los clientes o partners de la empresa, de acuerdo a los procedimientos y estándares vigentes. colaborar en la coordinación, supervisión y monitoreo del buen funcionamiento y operación normal de los sistemas que prestan los servicios de la empresa a sus clientes. detectar y evaluar los cambios necesarios para asegurar una operación normal de los sistemas que prestan los servicios de la empresa a sus clientes. administración del sistema operativo linux y base de datos mysql y postgresql. participar activamente de la implantación en producción de nuevos sistemas o cambios a los existentes. apoyar la configuración de los sistemas en implantación de manera de asegurar una buena operación. preparar informes semanales de la situación y funcionamiento de los sistemas, de manera de generar requerimientos de cambios o mejoras si fuese necesario. mantención y soporte de los sistemas que están en operación. administrar la creación de los usuarios y el sistema de privilegios a los sistemas en operación normal, según los requerimientos de los sistemas y la función de cada usuario dentro de la organización. realizar la administración de los equipos servidores, en lo relacionado con memoria, procesos, software y espacio en discos. prestar soporte técnico en horarios especiales y en los turnos que se le indiquen. planificar y realizar sistemas de respaldo de la información generada por las aplicaciones, tanto de la información operacional como histórica. qualifications and requirements ideal 3 años de experiencia en áreas de soporte o administración de sistemas informáticos de misión crítica sobre plataforma linux y base de datos mysql. titulado de ingeniería en informático, técnico en informático o carrera afín. conocimientos de administrador del sistema operativo linux y base de datos mysql y postgresql. conocimientos en infraestructura gcp, kubernetes, bigquery y microservicios. desirable skills inglés intermedio conditions flexible hours flexible schedule and freedom for attending family needs or personal errands. informal dress code no dress code is enforced. vacation on birthday your birthday counts as an extra day of vacation. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Ingeniero de Soporte
";llevamos proyectos con operadores de telecomunicaciones en campañas, generación de demanda y fidelización de clientes, siendo actores relevantes en la industria. nuestro estilo es un trabajo ágil en equipo, con colaboración de todas las áreas y cumpliendo los requerimientos de nuestros clientes. nuestra cultura viene de profesionales tanto del área de redes y telecomunicaciones como del área de informática de tal forma de poder integrar ambos mundos entregando soluciones acordes a los requerimientos de esta época. funciones del cargo supervisar las plataformas de los clientes a través de herramientas de monitoreo y procedimientos definidos. realizar operaciones de mantenimiento preventivo el trabajador será supervisado directamente por una jefatura requerimientos del cargo conocimientos en linux conocimientos en docker conocimientos en networking conocimientos en sql conocimientos en log analysis conocimientos en operación y/o administración de entornos cloud (aws/digital ocean) conocimientos en dispuesto a hacer turnos los fines de semana (remuneración adicional) conditions fully remote you can work from anywhere in the world. remote work policy fully remote candidates can reside anywhere in the world.
"
Semi Senior Software Engineer
";racional es una app para hacer crecer tus lucas, a través de portafolios para tus metas o invirtiendo en tus empresas favoritas de estados unidos, desde cinco lucas y sin atados 🤩en 2020 tuvimos un crecimiento explosivo de +5.000%, pero estamos recién comenzando 🚀con nuestro nuevo producto, stocks, ahora invertir en empresas como starbucks o netflix es tan fácil como comprar un café o ver una maratón de series. adelantamos más de una década el mundo local y revolucionamos la forma de invertir de los chilenos.y porque creemos que invertir no tiene por qué ser una actividad solitaria, estamos diseñando funciones sociales que estaremos anunciando pronto 👀trabajamos de manera horizontal y ágil, y estamos buscando potenciar el equipo con gente crack y talentosa, que nos desafíen, se comprometan y trabajen a la par con nosotros.que los mercados sean para todas las personas de latam.¡trabajemos! 💪 job functions te encargarás de idear e implementar soluciones, nuevas funcionalidades y mejoras continuas en la plataforma, buscando siempre darle la mejor experiencia posible a los usuarios de racional. en particular, deberás: trabajar en conjunto con ux, producto y growth para experimentar y proveer la mejor experiencia de usuario siguiendo los requerimientos técnicos involucrados. buscar e implementar soluciones eficientes de front-end y back-end para seguir construyendo y potenciando nuestra app y página web, mejorando así la experiencia de usuario. diseñar arquitectura de sistemas altamente escalables y seguros. buscar e implementar las mejores prácticas de integración y entrega continua (ci/cd). somos pocos por lo que te tocara desde dar soporte a usuarios, opinar sobre el diseño hasta organizar un after para conocernos. qualifications and requirements 2 años o más de experiencia trabajando como ingeniero de software titulado/a en ingeniería civil en computación o industrial con mención en computación, u otra afín. conocimiento en resolución de problemas complejos con algunas de las últimas tecnologías de desarrollo, como nodejs, typescript, angular, ionic, firebase, nosql y serverless. creatividad y proactividad. inglés avanzado desirable skills diseño de arquitectura de sistemas escalables conocimientos de google cloud platform, devops, integración continua y arquitectura orientada a microservicios. conditions podrás postular al programa de stock options de racional. trabajarás con un macbook pro de última generación. durante lo que dure el coronavirus, estaremos trabajando 100% remotos. luego, puedes ir a la oficina si quieres. trabajamos al lado del metro pedro de valdivia, en providencia. flexible hours flexible schedule and freedom for attending family needs or personal errands. computer provided racional provides a computer for your work. informal dress code no dress code is enforced. remote work policy locally remote only position is 100% remote, but candidates must reside in santiago, chile.
"
Desarrollador Full-Stack
";somos rutero, una plataforma de reservas de alojamientos outdoor y servicios de deporte aventura y queremos agrandar nuestro equipo para rentabilizar la comunidad que llevamos formado desde 2018. somos un equipo joven que busca crear un sistema central del mundo outdoor, donde cualquier persona pueda encontrar la aventura perfecta y poder llevarla a cabo. funciones buscamos un desarrollador full stack full-time que trabaje con nuestra app web alojada en heroku. el trabajo es una oportunidad de modalidad híbrida para enfrentarse a nuevos desafíos en un rubro atractivo (buscamos amantes del mundo del turismo de naturaleza y aventura) y participe activamente de proyectos innovadores dentro del mundo de la tecnología. ¡requisitos! ¡requisitos!- ingeniero/a civil o afín (estudios de ingeniería informática o en computación)- no se requiere experiencia profesional en arquitectura y desarrollo de aplicaciones web.- competencias en tecnologías necesarias: ruby on rails, vue.js, nuxt.js y postgresql ¡deseable! - manejo de analítica (google analytics y tag manager)- manejo de ads (google adsense y admanager) conditions flexible hours flexible schedule and freedom for attending family needs or personal errands. partially remote you can work from your home some days a week. informal dress code no dress code is enforced. vacation over legal rutero gives you paid vacations over the legal minimum. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Desarrollador Back-end
";quienes somos:pragmalab es una empresa tecnológica con sede en santiago de chile. actualmente nos encontramos en etapa de aceleración en el programa build de start-up chile con nuestra solución no-code llamada baustack. el problema que queremos resolver:muchas empresas están en el camino de la transformación digital, sin embargo no cuentan con las herramientas para hacerlo y el desarrollo a medida suele ser costoso y tomar mucho tiempo. la solución: baustack es una plataforma 100% web que permite crear aplicaciones de manera rápida y simple, sin la necesidad de conocimientos técnicos. adicionalmente realizamos proyectos a medida para aquellos clientes que tengan una necesidad más específica. para donde vamos: ya tenemos una primera versión con clientes pagados. estamos en pleno crecimiento y por eso necesitamos un desarrollador backend con experiencia en python, django y sql.el trabajo es 100% remoto. funciones del cargo estamos buscando a un desarrollador backend que tenga ganas de aprender y crecer con nosotros, que logre entender los problemas de negocio planteados y ejecutar técnicamente su solución.algunas funciones específicas: escribir y documentar la programación requerida en los lenguajes correspondientes investigar, diseñar y proponer alternativas técnicas para su desarrollo ejecutar las pruebas y mejoras necesarias hasta contar con un programa en producción participar de reuniones de trabajo con el equipo interno o externo de cada proyecto este cargo dependerá directamente de nuestro líder de tecnología, con más de 7 años de experiencia y trabajará a la par con el desarrollo front end de baustack y otros proyectos a medida de nuestra empresa. requerimientos del cargo debes tener habilidades demostrables en el desarrollo backend de aplicaciones web, con las siguientes tecnologías: conocimiento en programación en python (excluyente) conocimiento en framework django (excluyente) conocimientos en sql (postgresql/mysql) construcción y consumo de api-rest control de versiones usando git opcionales conocimiento en node docker testing condiciones contrato a plazo fijo por 3 meses. luego indefinido. lugar de trabajo: remoto, requerido contrato laboral en chile. flexible hours flexible schedule and freedom for attending family needs or personal errands. informal dress code no dress code is enforced. remote work policy locally remote only position is 100% remote, but candidates must reside in chile.
"
Sr Golang Developer
";"estamos digitalizando grandes, medianas y pequeñas empresas en la región a través de nuestra plataforma tecnológica de punta - a diferencia de la gran mayoría nosotros hemos construido en su totalidad basado en mejores prácticas (p.ej. microservicios, docker, documentación, load balancer, aws serverless, etc). nuestro mayor reto actualmente es poder satisfacer de manera exitosa todos los requerimientos relacionados al onboarding de nuevos y actuales clientes; estamos lanzando con 27 clientes en 12 países.nuestro fundador reside en stanford por lo que la cultura es muy similar a la que prevalece en silicon valley. nuestro equipo técnico tiende a tener un grado de libertad superior al de nuestras contrapartes de latam dado que creemos en liderar con contexto y no control. nuestra compañía requiere un fuerte énfasis en transparencia, retroalimentación y comunicación para poder funcionar bajo esta metodología de trabajo, algo que no es muy común y puede representar algún reto. job functions estamos buscando developer en golang con experiencia de liderazgo técnico. el rol requiere poder adueñarse de un producto y liderar a un equipo de desarrollo con enfoque de entregables en base a sprintstrabajar con founders y jefe de ingeniería/cto para sacar en conjunto especificaciones del cliente. crearás nuevos microservicios y mejorarás la capa de microservicios actual con el objetivo de entregar requerimientos de clientes y/o producto.el éxito será medido en el valor agregado de manera agile del desarrollo, valorando el esfuerzo de la extra milla y ojo al detalle centrado en la funcionalidad y ux del desarrollo. estos tickets se pesaran y priorizaran al comienzo de cada semana. conceptualización y diseño de de servicios descentralizados priorización de tareas mantenimiento de código. qualifications and requirements 2+ años de experiencia en golang con enfoque en desarrollo backend para servir backend en microservicios conocimiento de aws (lambda, codepipeline, cloudwatch, ecs fargate, api gateway) experiencia en docker. experiencia de base de datos (postgresql, elasticsearch) experiencia en herramientas de monitoreo, perfilaje de servicios y técnicas de escalabilidad. experiencia en patrones de diseño y arquitectura (e.g ddd, service mesh, api gateway, cqrs, arquitectura basada en eventos, arquitectura de mensajería). experiencia trabajando remoto en jira, github, zoom/meet/slack y docker metodologías agile en el pasado y organizando/documentando trabajo de equipo. hablar español fluido desirable skills experiencia laboral con equipos robustos y productos diseñados con escalabilidad y resiliencia en mente. conditions horario flexibletrabaja remotocompensación por encima de mercadoincrementos de compensación permanentes en base a objetivos de crecimientoownership mindset - tu tienes la libertad de crecer como gustes, y te ayudamos a hacerlo! fully remote you can work from anywhere in the world. pet-friendly pets are welcome at the premises. equity offered this position includes equity compensation (in the form of stock options or another mechanism). flexible hours flexible schedule and freedom for attending family needs or personal errands. internal talks d-una offers space for internal talks or presentations during working hours. paid sick days sick leave is compensated (limits might apply). digital library access to digital books or subscriptions. health coverage d-una pays or copays health insurance for employees. computer provided d-una provides a computer for your work. education stipend d-una covers some educational expenses related to the position. performance bonus extra compensation is offered upon meeting performance goals. informal dress code no dress code is enforced. vacation over legal d-una gives you paid vacations over the legal minimum. remote work policy fully remote candidates can reside anywhere in the world."
"
Application Engineering
";have you ever dreamed of working with the top technology enterprises of the world, developing technology to enable the innovations of tomorrow? you can make it a reality working at synopsys because we are looking for you to help us shape tomorrow's world. we are powering it all with the world’s most advanced technologies for chip design and software security. if you share our passion for innovation, we want you! job functions you will be the product expert which pertains to deep expertise in logical equivalence check and fully proficient in asic implementation methodologies provide technical and engineering insight and direction to support and improve usability, applicability, and adoption of products, platforms and solutions to meet customer business needs. you will diagnose, troubleshoot, and resolve complex technical issues on customer installations. you will deploy and train customers on new implementations and capabilities. you will review and understand feedback on product and solutions performance from customers and other application partners. you will work directly with research and development (r&d) to develop and implement technical roadmaps, specifications, and validation for improvements and enhancements. you will partner with customer technical managers and sales. you will identify business challenges, develop effective technical solutions for new accounts, and increase utilization and retention of products on current accounts. enable relevant and advanced methodologies to meet customer goals. you will leverage the best in class features of synopsys tools. qualifications and requirements deep expertise on logical equivalence check –synopsys formality tool experience is a plus expertise on implementation methodologies and on synopsys tool fusion compiler proficiency in sta , rtl methodologies, low power flows, library modelling, tcl knowledge excellent verbal and written communication skills are mandatory. prior customer facing role is a plus bsee or equivalent, required with 6 years of experience, or msee, or equivalent with 4+ years of experience conditions library access to a library of physical books. wellness program synopsys chile offers or subsidies mental and/or physical health activities. accessible an infrastructure adequate for people with special mobility needs. relocation offered if you are moving in from another country, synopsys chile helps you with your relocation. flexible hours flexible schedule and freedom for attending family needs or personal errands. internal talks synopsys chile offers space for internal talks or presentations during working hours. life insurance synopsys chile pays or copays life insurance for employees. meals provided synopsys chile provides free lunch and/or other kinds of meals. paid sick days sick leave is compensated (limits might apply). partially remote you can work from your home some days a week. bicycle parking you can park your bicycle for free inside the premises. digital library access to digital books or subscriptions. health coverage synopsys chile pays or copays health insurance for employees. mobile phone provided synopsys chile provides a mobile phone for work use. company retreats team-building activities outside the premises. computer repairs synopsys chile covers some computer repair expenses. dental insurance synopsys chile pays or copays dental insurance for employees. free car parking you can park your car for free at the premises. computer provided synopsys chile provides a computer for your work. education stipend synopsys chile covers some educational expenses related to the position. performance bonus extra compensation is offered upon meeting performance goals. informal dress code no dress code is enforced. beverages and snacks synopsys chile offers beverages and snacks for free consumption. vacation on birthday your birthday counts as an extra day of vacation. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Back-end Developer
";flat is an ibuyer for the mexican market, focused on solving the liquidity problem of residential real estate, with a deep tech layer to the traditional home-flipping business, similar to what other players have done in other geographies (opendoor.com, loft.com.br).flat offers clear benefits to both sides of the transaction. for sellers, it makes the process easier and faster, with the possibility of immediately sell the asset. for buyers, it guarantees the conditions of the property, a fair purchase price, and a seamless buying experience. funciones del cargo back-end developer we are seeking a talented and driven back-end engineer with a proven track record / experience from back-end engineering roles in saas, startups, tech platform, etc… and a deep understanding of python.you will be the back-end engineer working in collaboration with a team of 8 great developers to work on the creation and application of technology to monitor or control the production and delivery of products and services. you'll have a key role in all stages of our tech process, from designing, developing and deploying back-end services focused on improving availability, scalability and performance, to working alongside our engineers in building the most efficient platform for real estate logistics and management. what you will work on collaborate with cto and executive team to align, refine & develop tech strategy the development and rollout out for entire projects build & manage a robust project design, and manage the complete project cycle through design, development and deployment maintain work on existing projects across all business areas to improve the quality of our engineering, and ensure we continue to provide a high quality service to our customers own practices champion the development/adoption of agile processes frameworks (scrums, tdd) why join us at flat.mx? you'll join a world-class, highly skilled team of engineers, with an assigned mentor from day 1. interesting engineering and business challenges, and a culture of openness and welcoming to new ideas we're located in the heart of the city, polanco cdmx, close to amazing restaurants and shops. high career growth both in best engineering practices as well as new technologies. data and result-driven culture we definitely want to talk to you if you have first-hand knowledge of our stack: we mostly work with python 3.4+, django, es6 js, vue.js, and postgresql. you have participated in cross-functional teams or at a high growth start-up. you have collaborated in open source projects. you are excited about real estate technologies you’ll be a good fit for this role if you have 3+ years of software engineering experience. take pride in working on projects to a successful completion involving a wide variety of technologies and systems, sometimes from the ground up. thrive in a collaborative environment involving different stakeholders and subject matter experts. have experience with software development best practices. have strong algorithms and data structures fundamentals. have strong sql fundamentals. have experience with systems design and architecture. perks 15 days off per year (vacation days + personal days) health insurance equipment will be provided by the company on your first day family leave: 4 weeks stock options fully remote you can work from anywhere in the world. remote work policy fully remote candidates can reside anywhere in the world.
"
Developer Engineer Il (Dft Team)
";have you ever dreamed of working with the top technology enterprises of the world, developing technology to enable the innovations of tomorrow? you can make it a reality working at synopsys because we are looking for you to help us shape tomorrow's world. we are at the heart of the innovations that will change the way we work and play. self-driving cars. artificial intelligence. the cloud. 5g. the internet of things. we are powering it all with the world’s most advanced technologies for chip design and software security. if you share our passion for innovation, we want you! funciones del cargo you will be responsible for the design, implementation, and debugging of the pieces of software lying at the core of our world-leading microchip design tools. you will work with a strong background in c and c++, data structures, and algorithms. you will design regression tests to assure continuous levels of quality within a large community of developers. you will be working in a worldwide enterprise, meeting with talented people from around the world, partnering to solve complicated issues. you will report to a local manager, working alongside the us team. and the most important, you will never stop learning and surprise you! requerimientos del cargo bs in computer science / electronics or equivalent minimum 2 years of related experience working knowledge of c/c++ and linux problem solving skills good communication skills in english (spoken and written) we are looking forward to hearing from you! condiciones inclusion and diversity are important to us. synopsys considers all applicants for employment without regard to race, color, religion, national origin, gender, sexual orientation, gender identity, age, military veteran status, or disability. library access to a library of physical books. wellness program synopsys chile offers or subsidies mental and/or physical health activities. accessible an infrastructure adequate for people with special mobility needs. relocation offered if you are moving in from another country, synopsys chile helps you with your relocation. flexible hours flexible schedule and freedom for attending family needs or personal errands. internal talks synopsys chile offers space for internal talks or presentations during working hours. life insurance synopsys chile pays or copays life insurance for employees. meals provided synopsys chile provides free lunch and/or other kinds of meals. bicycle parking you can park your bicycle for free inside the premises. health coverage synopsys chile pays or copays health insurance for employees. company retreats team-building activities outside the premises. computer repairs synopsys chile covers some computer repair expenses. dental insurance synopsys chile pays or copays dental insurance for employees. computer provided synopsys chile provides a computer for your work. education stipend synopsys chile covers some educational expenses related to the position. performance bonus extra compensation is offered upon meeting performance goals. personal coaching synopsys chile offers counseling or personal coaching to employees. conference stipend synopsys chile covers tickets and/or some expenses for conferences related to the position. informal dress code no dress code is enforced. recreational areas space for games or sports. beverages and snacks synopsys chile offers beverages and snacks for free consumption. vacation on birthday your birthday counts as an extra day of vacation. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions.
"
Front-end Engineer
";forusapps, llc is a mobile app development company.our app, trendtok, is the #1 app for social media trends and the first to provide state of the art tiktok analytics for creators, brands and businesses. we provide artificial intelligence based trend analytics for the top trending sounds and rising trending sounds on tiktok. we are looking for a front end web developer to help us launch a new stealth product. job functions we are looking for a front end developer with a strong sense of design. this role is very flexible and must be independent. you will be working with all screen sizes (mobile -> tablet -> pc).specifically, we are looking for someone to take our current html/css code and refactor it so it can scale to multiple screen sizes without breaking ui/ux. you will be working with a preexisting design and codebase. qualifications and requirements must know: - html - css- javascript - git - bootstrap v5we need our front end to be fully scalable in order to provide a satisfactory ui/ux to our customers. mastery of the above tools and languages is not required but familiarity is needed. desirable skills aws elastic beanstalkaws s3 conditions fully remote fully remote you can work from anywhere in the world. flexible hours flexible schedule and freedom for attending family needs or personal errands. remote work policy fully remote candidates can reside anywhere in the world.
"
Ingeniero/a de Datos
";"nuestro motor son los astronautaas 🪐(talent as a service)contamos con el mejor talento tecnológico como servicio de la galaxia. nuestros astronautaas están dispuestos a realizar grandes hazañas con nuestros clientes y afrontar en conjunto los desafíos en diferentes misiones.queremos expandir la tecnología amigable más allá de las fronteras, con todo el respaldo de nuestros partners google y amazon (¡asi de bacanes! 😎) ¿quieres sumarte a este desafío? ""siempre me encantó ayudar a resolver problemas, allí donde estuvieran"". neil armstrong, astronauta y el primer ser humano en pisar la luna 👩🏻‍🚀🚀 funciones del cargo nos definimos a nosotros mismos como astronautaas 👩🏽‍🚀👩🏿‍🚀👩🏻‍🚀, ya que al ser parte de nuestra tripulación, conocerás diferentes proyectos, negocios y tecnologías nuevas cada vez que abordemos una nueva misión. pero tranquila/o, no te preocupes 😏, que nunca perderás la conexión con la nave nodriza de zenta 🧡 y en conjunto con el equipo, trabajaremos junto a ti para desarrollar tu máximo potencial para tu próxima misión (obvio, la idea es conquistar la galaxia entera y el límite lo pones tú 💪🏽)actualmente estamos buscando talentos para trabajar en diversos desafíos que tenemos disponibles👩🏽‍💻👨🏻‍💻. estas misiones son para nuestros clientes de rubros como banca, retail, financiero y transporte. cada una de estas misiones implica ser parte de desarrollos estratégicos en cada una de estas organizaciones, tendientes a su transformación digital . te entregamos el plus de conocer diversos rubros, siempre teniendo un próximo desafío esperando por ti.actualmente estamos expendiéndonos a territorios lejanos, por lo que está la posibilidad de que en estos lugares se hablen lenguas extrañas, y es importante que nos ayudes a manejar bien la información. que mejor para esto que un ingeniero de datos 😉 requisitos para despegar 🚀 para poder iniciar tu misión, necesitarás conoces las siguientes herramientas, pero tranquilo/asi no lo tienes todo no hay problema, buscamos tripulantes reales y no de otra galaxia ¡postula! python sql y postgresql seríamos felices si supieras 😋 seríamos felices si tuvieras conocimiento en cloud (gcp o aws), data warehouses y data lakessi no los tienes no hay problema, buscamos tripulantes reales y no de otra galaxia ¡postula! sorpresas que tenemos para ti 🤩 🤖 conocer, aprender y trabajar con tecnologías de vanguardia (capacitación en gcp/aws y formación continua)🦊 vivir lo que significa ""tecnología amigable"" que transmite cada uno de los zentiners. te sumarás a un equipo enérgico, cercano y colaborador🧡queremos cuidar de ti en todo momento y siempre poder escucharte, por eso generamos distintas actividades para estar siempre cerca y que la distancia sea solo física. tenemos un área dedicada a tu bienestar integral donde podrás participar de jornadas de relajación, musicoterapia y muchas e interesantes sorpresas🏡trabajarás remoto temporalmente💪🏽cada vez que termines un proyecto, tendremos nuevos desafíos para ti esperándote, lo que te dará continuidad en zenta🚑seguro complementario de salud 100% costeado por la empresa💰convenios con bancos, isapres, clínicas dentales, entre otros.🎂disfruta de tu tarde libre de cumpleaños♿ en nuestra nave cabemos todos! wellness program zenta group offers or subsidies mental and/or physical health activities. accessible an infrastructure adequate for people with special mobility needs. life insurance zenta group pays or copays life insurance for employees. health coverage zenta group pays or copays health insurance for employees. dental insurance zenta group pays or copays dental insurance for employees. computer provided zenta group provides a computer for your work. personal coaching zenta group offers counseling or personal coaching to employees. informal dress code no dress code is enforced. vacation on birthday your birthday counts as an extra day of vacation. remote work policy temporarily remote during covid-19 position is remote only during covid-19-related restrictions."
